onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
8	1.0	3.0	1	stim_3.png
16	1.0	3.0	1	stim_3.png
26	1.0	2.0	1	stim_2.png
38	1.0	5.0	0	stim_5.png
46	1.0	5.0	1	stim_5.png
54	1.0	2.0	1	stim_2.png
66	1.0	5.0	1	stim_5.png
74	1.0	5.0	1	stim_5.png
88	1.0	2.0	1	stim_2.png
94	1.0	2.0	0	stim_2.png
100	1.0	3.0	1	stim_3.png
108	1.0	3.0	1	stim_3.png
114	1.0	4.0	1	stim_4.png
126	1.0	4.0	0	stim_4.png
138	1.0	2.0	1	stim_2.png
144	1.0	4.0	1	stim_4.png
154	1.0	2.0	1	stim_2.png
160	1.0	5.0	1	stim_5.png
168	1.0	5.0	0	stim_5.png
176	1.0	2.0	1	stim_2.png
192	1.0	5.0	1	stim_5.png
206	1.0	4.0	0	stim_4.png
222	1.0	2.0	1	stim_2.png
236	1.0	2.0	1	stim_2.png
244	1.0	4.0	1	stim_4.png
250	1.0	4.0	1	stim_4.png
256	1.0	5.0	1	stim_5.png
274	1.0	4.0	1	stim_4.png
292	1.0	5.0	1	stim_5.png
308	1.0	3.0	1	stim_3.png
326	1.0	4.0	1	stim_4.png
334	1.0	3.0	1	stim_3.png
340	1.0	3.0	0	stim_3.png
348	1.0	3.0	1	stim_3.png
354	1.0	3.0	1	stim_3.png
360	1.0	3.0	1	stim_3.png
378	1.0	3.0	1	stim_3.png
394	1.0	4.0	1	stim_4.png
400	1.0	5.0	1	stim_5.png
410	1.0	2.0	1	stim_2.png
424	1.0	2.0	1	stim_2.png
432	1.0	5.0	1	stim_5.png
440	1.0	2.0	0	stim_2.png
450	1.0	4.0	1	stim_4.png
456	1.0	4.0	0	stim_4.png
462	1.0	4.0	1	stim_4.png
468	1.0	3.0	0	stim_3.png
