onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
10	1.0	4.0	1	stim_4.png
18	1.0	5.0	1	stim_5.png
28	1.0	2.0	1	stim_2.png
44	1.0	3.0	1	stim_3.png
52	1.0	5.0	1	stim_5.png
66	1.0	5.0	1	stim_5.png
72	1.0	4.0	1	stim_4.png
78	1.0	5.0	1	stim_5.png
90	1.0	5.0	1	stim_5.png
96	1.0	3.0	1	stim_3.png
102	1.0	2.0	1	stim_2.png
108	1.0	5.0	1	stim_5.png
116	1.0	2.0	1	stim_2.png
134	1.0	3.0	1	stim_3.png
152	1.0	4.0	1	stim_4.png
166	1.0	2.0	1	stim_2.png
174	1.0	4.0	1	stim_4.png
180	1.0	3.0	1	stim_3.png
192	1.0	5.0	1	stim_5.png
200	1.0	5.0	1	stim_5.png
206	1.0	3.0	0	stim_3.png
216	1.0	3.0	1	stim_3.png
230	1.0	4.0	1	stim_4.png
240	1.0	4.0	1	stim_4.png
246	1.0	2.0	1	stim_2.png
252	1.0	3.0	1	stim_3.png
260	1.0	2.0	1	stim_2.png
278	1.0	2.0	0	stim_2.png
294	1.0	4.0	0	stim_4.png
300	1.0	4.0	1	stim_4.png
306	1.0	5.0	1	stim_5.png
314	1.0	4.0	1	stim_4.png
320	1.0	2.0	1	stim_2.png
326	1.0	3.0	1	stim_3.png
336	1.0	3.0	1	stim_3.png
344	1.0	5.0	1	stim_5.png
356	1.0	4.0	1	stim_4.png
372	1.0	3.0	1	stim_3.png
384	1.0	3.0	1	stim_3.png
398	1.0	4.0	0	stim_4.png
406	1.0	3.0	1	stim_3.png
414	1.0	2.0	1	stim_2.png
420	1.0	4.0	1	stim_4.png
426	1.0	2.0	1	stim_2.png
444	1.0	2.0	1	stim_2.png
452	1.0	5.0	1	stim_5.png
468	1.0	5.0	0	stim_5.png
