onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
14	1.0	4.0	1	stim_4.png
32	1.0	5.0	1	stim_5.png
46	1.0	2.0	1	stim_2.png
64	1.0	2.0	1	stim_2.png
72	1.0	3.0	1	stim_3.png
78	1.0	3.0	1	stim_3.png
84	1.0	4.0	1	stim_4.png
90	1.0	3.0	0	stim_3.png
106	1.0	5.0	1	stim_5.png
116	1.0	2.0	1	stim_2.png
124	1.0	4.0	1	stim_4.png
130	1.0	3.0	1	stim_3.png
140	1.0	5.0	1	stim_5.png
146	1.0	2.0	1	stim_2.png
162	1.0	3.0	1	stim_3.png
168	1.0	5.0	1	stim_5.png
184	1.0	4.0	1	stim_4.png
190	1.0	4.0	1	stim_4.png
208	1.0	4.0	1	stim_4.png
222	1.0	5.0	1	stim_5.png
232	1.0	4.0	1	stim_4.png
250	1.0	5.0	1	stim_5.png
256	1.0	2.0	1	stim_2.png
262	1.0	5.0	1	stim_5.png
268	1.0	5.0	1	stim_5.png
274	1.0	2.0	1	stim_2.png
280	1.0	2.0	1	stim_2.png
290	1.0	5.0	1	stim_5.png
298	1.0	5.0	1	stim_5.png
306	1.0	5.0	1	stim_5.png
314	1.0	3.0	1	stim_3.png
320	1.0	2.0	1	stim_2.png
328	1.0	3.0	1	stim_3.png
340	1.0	5.0	1	stim_5.png
348	1.0	4.0	1	stim_4.png
356	1.0	4.0	1	stim_4.png
372	1.0	2.0	1	stim_2.png
380	1.0	4.0	1	stim_4.png
386	1.0	3.0	1	stim_3.png
394	1.0	3.0	1	stim_3.png
400	1.0	2.0	1	stim_2.png
414	1.0	3.0	1	stim_3.png
428	1.0	4.0	1	stim_4.png
440	1.0	4.0	1	stim_4.png
452	1.0	2.0	1	stim_2.png
460	1.0	2.0	1	stim_2.png
468	1.0	3.0	1	stim_3.png
