onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
12	1.0	4.0	1	stim_4.png
18	1.0	2.0	1	stim_2.png
24	1.0	5.0	1	stim_5.png
30	1.0	3.0	1	stim_3.png
40	1.0	2.0	1	stim_2.png
46	1.0	5.0	1	stim_5.png
56	1.0	5.0	1	stim_5.png
62	1.0	2.0	1	stim_2.png
80	1.0	4.0	0	stim_4.png
88	1.0	4.0	1	stim_4.png
96	1.0	3.0	1	stim_3.png
102	1.0	5.0	1	stim_5.png
110	1.0	2.0	1	stim_2.png
118	1.0	4.0	1	stim_4.png
124	1.0	2.0	1	stim_2.png
138	1.0	4.0	1	stim_4.png
156	1.0	3.0	1	stim_3.png
162	1.0	3.0	1	stim_3.png
168	1.0	4.0	1	stim_4.png
174	1.0	5.0	1	stim_5.png
186	1.0	4.0	1	stim_4.png
194	1.0	4.0	1	stim_4.png
202	1.0	3.0	1	stim_3.png
218	1.0	5.0	1	stim_5.png
236	1.0	2.0	1	stim_2.png
244	1.0	3.0	1	stim_3.png
260	1.0	4.0	1	stim_4.png
266	1.0	4.0	1	stim_4.png
272	1.0	4.0	1	stim_4.png
278	1.0	3.0	1	stim_3.png
284	1.0	2.0	1	stim_2.png
290	1.0	5.0	1	stim_5.png
304	1.0	5.0	1	stim_5.png
316	1.0	2.0	1	stim_2.png
326	1.0	5.0	1	stim_5.png
338	1.0	3.0	1	stim_3.png
356	1.0	3.0	1	stim_3.png
364	1.0	5.0	1	stim_5.png
378	1.0	3.0	1	stim_3.png
386	1.0	2.0	1	stim_2.png
394	1.0	3.0	1	stim_3.png
402	1.0	2.0	1	stim_2.png
418	1.0	2.0	1	stim_2.png
424	1.0	3.0	1	stim_3.png
438	1.0	2.0	1	stim_2.png
450	1.0	5.0	1	stim_5.png
458	1.0	4.0	1	stim_4.png
