onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
14	1.0	5.0	1	stim_5.png
32	1.0	4.0	1	stim_4.png
40	1.0	5.0	1	stim_5.png
46	1.0	3.0	1	stim_3.png
52	1.0	4.0	1	stim_4.png
60	1.0	4.0	1	stim_4.png
68	1.0	4.0	1	stim_4.png
84	1.0	4.0	1	stim_4.png
92	1.0	5.0	1	stim_5.png
100	1.0	5.0	1	stim_5.png
108	1.0	3.0	1	stim_3.png
122	1.0	2.0	1	stim_2.png
132	1.0	2.0	1	stim_2.png
140	1.0	3.0	1	stim_3.png
146	1.0	3.0	1	stim_3.png
156	1.0	4.0	1	stim_4.png
174	1.0	2.0	1	stim_2.png
188	1.0	2.0	1	stim_2.png
206	1.0	4.0	1	stim_4.png
222	1.0	3.0	1	stim_3.png
228	1.0	2.0	1	stim_2.png
234	1.0	2.0	1	stim_2.png
240	1.0	5.0	1	stim_5.png
246	1.0	5.0	1	stim_5.png
254	1.0	5.0	1	stim_5.png
260	1.0	3.0	1	stim_3.png
270	1.0	2.0	1	stim_2.png
276	1.0	4.0	1	stim_4.png
288	1.0	2.0	1	stim_2.png
294	1.0	3.0	1	stim_3.png
302	1.0	5.0	1	stim_5.png
312	1.0	5.0	1	stim_5.png
320	1.0	4.0	1	stim_4.png
332	1.0	2.0	1	stim_2.png
350	1.0	2.0	1	stim_2.png
358	1.0	5.0	1	stim_5.png
366	1.0	5.0	1	stim_5.png
372	1.0	4.0	1	stim_4.png
378	1.0	4.0	1	stim_4.png
394	1.0	2.0	1	stim_2.png
400	1.0	3.0	1	stim_3.png
406	1.0	4.0	1	stim_4.png
420	1.0	3.0	1	stim_3.png
436	1.0	3.0	1	stim_3.png
442	1.0	3.0	1	stim_3.png
454	1.0	5.0	1	stim_5.png
468	1.0	3.0	1	stim_3.png
