onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
10	1.0	3.0	1	stim_3.png
18	1.0	2.0	1	stim_2.png
28	1.0	4.0	1	stim_4.png
40	1.0	3.0	1	stim_3.png
48	1.0	5.0	1	stim_5.png
66	1.0	4.0	1	stim_4.png
72	1.0	5.0	1	stim_5.png
86	1.0	5.0	1	stim_5.png
92	1.0	5.0	1	stim_5.png
100	1.0	2.0	1	stim_2.png
108	1.0	4.0	1	stim_4.png
126	1.0	5.0	1	stim_5.png
132	1.0	4.0	1	stim_4.png
140	1.0	3.0	1	stim_3.png
148	1.0	2.0	1	stim_2.png
154	1.0	2.0	1	stim_2.png
168	1.0	2.0	1	stim_2.png
174	1.0	3.0	1	stim_3.png
184	1.0	3.0	1	stim_3.png
192	1.0	4.0	1	stim_4.png
210	1.0	2.0	1	stim_2.png
222	1.0	4.0	1	stim_4.png
228	1.0	4.0	1	stim_4.png
242	1.0	5.0	1	stim_5.png
248	1.0	5.0	1	stim_5.png
254	1.0	3.0	1	stim_3.png
262	1.0	3.0	1	stim_3.png
278	1.0	4.0	1	stim_4.png
284	1.0	2.0	1	stim_2.png
292	1.0	5.0	1	stim_5.png
298	1.0	3.0	1	stim_3.png
304	1.0	3.0	1	stim_3.png
310	1.0	5.0	1	stim_5.png
328	1.0	5.0	1	stim_5.png
342	1.0	4.0	1	stim_4.png
348	1.0	2.0	1	stim_2.png
358	1.0	2.0	1	stim_2.png
374	1.0	2.0	1	stim_2.png
382	1.0	5.0	1	stim_5.png
394	1.0	4.0	1	stim_4.png
406	1.0	2.0	1	stim_2.png
422	1.0	3.0	1	stim_3.png
428	1.0	5.0	1	stim_5.png
438	1.0	2.0	1	stim_2.png
444	1.0	3.0	1	stim_3.png
450	1.0	4.0	1	stim_4.png
466	1.0	4.0	1	stim_4.png
