onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
10	1.0	2.0	1	stim_2.png
22	1.0	2.0	1	stim_2.png
28	1.0	2.0	1	stim_2.png
34	1.0	5.0	1	stim_5.png
46	1.0	3.0	1	stim_3.png
62	1.0	4.0	1	stim_4.png
80	1.0	2.0	1	stim_2.png
88	1.0	2.0	1	stim_2.png
94	1.0	5.0	1	stim_5.png
110	1.0	3.0	1	stim_3.png
120	1.0	2.0	1	stim_2.png
128	1.0	3.0	1	stim_3.png
146	1.0	5.0	1	stim_5.png
152	1.0	2.0	0	stim_2.png
158	1.0	3.0	1	stim_3.png
172	1.0	4.0	1	stim_4.png
180	1.0	3.0	1	stim_3.png
188	1.0	5.0	1	stim_5.png
194	1.0	2.0	1	stim_2.png
200	1.0	3.0	1	stim_3.png
206	1.0	2.0	1	stim_2.png
212	1.0	2.0	1	stim_2.png
220	1.0	4.0	1	stim_4.png
230	1.0	4.0	1	stim_4.png
238	1.0	4.0	1	stim_4.png
256	1.0	3.0	1	stim_3.png
262	1.0	3.0	1	stim_3.png
268	1.0	5.0	1	stim_5.png
276	1.0	5.0	1	stim_5.png
290	1.0	4.0	1	stim_4.png
300	1.0	5.0	1	stim_5.png
312	1.0	2.0	1	stim_2.png
318	1.0	4.0	1	stim_4.png
324	1.0	5.0	1	stim_5.png
332	1.0	5.0	1	stim_5.png
350	1.0	3.0	1	stim_3.png
364	1.0	4.0	1	stim_4.png
370	1.0	4.0	1	stim_4.png
378	1.0	2.0	1	stim_2.png
384	1.0	3.0	1	stim_3.png
394	1.0	5.0	1	stim_5.png
410	1.0	3.0	1	stim_3.png
422	1.0	4.0	1	stim_4.png
438	1.0	5.0	1	stim_5.png
452	1.0	4.0	1	stim_4.png
458	1.0	4.0	1	stim_4.png
466	1.0	5.0	1	stim_5.png
