onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
16	1.0	3.0	1	stim_3.png
22	1.0	2.0	1	stim_2.png
38	1.0	3.0	1	stim_3.png
44	1.0	3.0	1	stim_3.png
54	1.0	5.0	1	stim_5.png
62	1.0	3.0	1	stim_3.png
70	1.0	5.0	1	stim_5.png
76	1.0	5.0	1	stim_5.png
84	1.0	3.0	1	stim_3.png
90	1.0	3.0	1	stim_3.png
108	1.0	3.0	1	stim_3.png
114	1.0	2.0	1	stim_2.png
126	1.0	3.0	1	stim_3.png
138	1.0	4.0	1	stim_4.png
144	1.0	5.0	1	stim_5.png
162	1.0	4.0	1	stim_4.png
170	1.0	3.0	1	stim_3.png
176	1.0	3.0	1	stim_3.png
182	1.0	4.0	1	stim_4.png
194	1.0	2.0	1	stim_2.png
202	1.0	2.0	1	stim_2.png
218	1.0	4.0	1	stim_4.png
226	1.0	5.0	1	stim_5.png
232	1.0	4.0	1	stim_4.png
238	1.0	2.0	1	stim_2.png
244	1.0	2.0	1	stim_2.png
252	1.0	4.0	1	stim_4.png
260	1.0	5.0	1	stim_5.png
272	1.0	2.0	1	stim_2.png
278	1.0	4.0	1	stim_4.png
286	1.0	4.0	1	stim_4.png
296	1.0	5.0	1	stim_5.png
302	1.0	2.0	1	stim_2.png
308	1.0	5.0	1	stim_5.png
322	1.0	4.0	1	stim_4.png
330	1.0	2.0	1	stim_2.png
340	1.0	3.0	1	stim_3.png
346	1.0	2.0	1	stim_2.png
352	1.0	4.0	1	stim_4.png
360	1.0	5.0	1	stim_5.png
374	1.0	5.0	1	stim_5.png
392	1.0	5.0	1	stim_5.png
406	1.0	3.0	1	stim_3.png
414	1.0	4.0	1	stim_4.png
424	1.0	5.0	1	stim_5.png
442	1.0	4.0	1	stim_4.png
458	1.0	2.0	1	stim_2.png
