onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
8	1.0	2.0	1	stim_2.png
14	1.0	4.0	1	stim_4.png
26	1.0	2.0	1	stim_2.png
34	1.0	5.0	1	stim_5.png
48	1.0	2.0	1	stim_2.png
56	1.0	3.0	1	stim_3.png
62	1.0	3.0	1	stim_3.png
76	1.0	4.0	1	stim_4.png
82	1.0	5.0	1	stim_5.png
100	1.0	5.0	1	stim_5.png
116	1.0	2.0	1	stim_2.png
124	1.0	3.0	1	stim_3.png
132	1.0	4.0	1	stim_4.png
140	1.0	2.0	1	stim_2.png
148	1.0	3.0	1	stim_3.png
154	1.0	5.0	1	stim_5.png
166	1.0	2.0	1	stim_2.png
178	1.0	4.0	1	stim_4.png
186	1.0	5.0	1	stim_5.png
194	1.0	2.0	1	stim_2.png
200	1.0	4.0	1	stim_4.png
208	1.0	2.0	1	stim_2.png
214	1.0	5.0	1	stim_5.png
228	1.0	2.0	1	stim_2.png
246	1.0	3.0	1	stim_3.png
254	1.0	5.0	1	stim_5.png
264	1.0	3.0	1	stim_3.png
280	1.0	3.0	0	stim_3.png
290	1.0	4.0	1	stim_4.png
296	1.0	5.0	1	stim_5.png
302	1.0	4.0	1	stim_4.png
308	1.0	2.0	1	stim_2.png
324	1.0	5.0	1	stim_5.png
336	1.0	5.0	1	stim_5.png
342	1.0	5.0	1	stim_5.png
348	1.0	3.0	1	stim_3.png
364	1.0	4.0	1	stim_4.png
378	1.0	5.0	1	stim_5.png
386	1.0	4.0	1	stim_4.png
404	1.0	4.0	1	stim_4.png
412	1.0	3.0	1	stim_3.png
430	1.0	3.0	1	stim_3.png
436	1.0	3.0	1	stim_3.png
446	1.0	2.0	1	stim_2.png
452	1.0	4.0	1	stim_4.png
458	1.0	4.0	1	stim_4.png
464	1.0	2.0	1	stim_2.png
