onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
8	1.0	4.0	1	stim_4.png
14	1.0	2.0	1	stim_2.png
22	1.0	4.0	1	stim_4.png
28	1.0	5.0	1	stim_5.png
34	1.0	5.0	1	stim_5.png
40	1.0	2.0	1	stim_2.png
52	1.0	2.0	1	stim_2.png
58	1.0	3.0	0	stim_3.png
76	1.0	3.0	0	stim_3.png
90	1.0	3.0	1	stim_3.png
96	1.0	4.0	1	stim_4.png
108	1.0	5.0	0	stim_5.png
116	1.0	2.0	1	stim_2.png
132	1.0	3.0	1	stim_3.png
138	1.0	5.0	1	stim_5.png
152	1.0	5.0	1	stim_5.png
170	1.0	2.0	1	stim_2.png
180	1.0	3.0	1	stim_3.png
186	1.0	5.0	1	stim_5.png
194	1.0	2.0	1	stim_2.png
212	1.0	3.0	1	stim_3.png
220	1.0	2.0	1	stim_2.png
226	1.0	5.0	0	stim_5.png
242	1.0	3.0	1	stim_3.png
254	1.0	4.0	0	stim_4.png
262	1.0	3.0	0	stim_3.png
272	1.0	3.0	1	stim_3.png
278	1.0	2.0	1	stim_2.png
286	1.0	4.0	1	stim_4.png
296	1.0	5.0	1	stim_5.png
302	1.0	3.0	1	stim_3.png
316	1.0	5.0	0	stim_5.png
324	1.0	4.0	1	stim_4.png
340	1.0	5.0	1	stim_5.png
352	1.0	4.0	1	stim_4.png
360	1.0	2.0	1	stim_2.png
376	1.0	2.0	1	stim_2.png
386	1.0	5.0	1	stim_5.png
394	1.0	4.0	0	stim_4.png
408	1.0	4.0	1	stim_4.png
414	1.0	5.0	1	stim_5.png
422	1.0	3.0	1	stim_3.png
428	1.0	4.0	0	stim_4.png
434	1.0	2.0	1	stim_2.png
442	1.0	2.0	1	stim_2.png
450	1.0	3.0	1	stim_3.png
468	1.0	4.0	1	stim_4.png
