onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
14	1.0	4.0	1	stim_4.png
24	1.0	5.0	1	stim_5.png
30	1.0	4.0	1	stim_4.png
36	1.0	4.0	1	stim_4.png
42	1.0	5.0	1	stim_5.png
56	1.0	4.0	1	stim_4.png
64	1.0	2.0	1	stim_2.png
70	1.0	5.0	1	stim_5.png
76	1.0	3.0	1	stim_3.png
82	1.0	5.0	0	stim_5.png
88	1.0	3.0	1	stim_3.png
98	1.0	4.0	1	stim_4.png
114	1.0	3.0	1	stim_3.png
132	1.0	5.0	1	stim_5.png
140	1.0	3.0	1	stim_3.png
146	1.0	2.0	1	stim_2.png
158	1.0	3.0	1	stim_3.png
164	1.0	3.0	1	stim_3.png
182	1.0	2.0	1	stim_2.png
190	1.0	4.0	1	stim_4.png
200	1.0	2.0	1	stim_2.png
206	1.0	3.0	1	stim_3.png
220	1.0	3.0	1	stim_3.png
228	1.0	4.0	1	stim_4.png
246	1.0	2.0	1	stim_2.png
252	1.0	4.0	0	stim_4.png
262	1.0	2.0	1	stim_2.png
270	1.0	5.0	1	stim_5.png
276	1.0	3.0	1	stim_3.png
288	1.0	2.0	1	stim_2.png
296	1.0	4.0	0	stim_4.png
312	1.0	4.0	1	stim_4.png
320	1.0	4.0	1	stim_4.png
334	1.0	5.0	1	stim_5.png
342	1.0	4.0	1	stim_4.png
350	1.0	2.0	1	stim_2.png
356	1.0	5.0	1	stim_5.png
362	1.0	2.0	1	stim_2.png
378	1.0	3.0	1	stim_3.png
390	1.0	3.0	1	stim_3.png
398	1.0	5.0	1	stim_5.png
406	1.0	5.0	1	stim_5.png
412	1.0	3.0	1	stim_3.png
420	1.0	2.0	1	stim_2.png
426	1.0	5.0	1	stim_5.png
444	1.0	5.0	1	stim_5.png
460	1.0	2.0	1	stim_2.png
