onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
8	1.0	2.0	1	stim_2.png
16	1.0	4.0	1	stim_4.png
34	1.0	4.0	1	stim_4.png
40	1.0	3.0	1	stim_3.png
46	1.0	3.0	1	stim_3.png
54	1.0	5.0	1	stim_5.png
68	1.0	3.0	0	stim_3.png
74	1.0	3.0	1	stim_3.png
88	1.0	3.0	1	stim_3.png
96	1.0	3.0	1	stim_3.png
102	1.0	2.0	0	stim_2.png
118	1.0	5.0	1	stim_5.png
126	1.0	3.0	1	stim_3.png
132	1.0	2.0	1	stim_2.png
140	1.0	4.0	1	stim_4.png
152	1.0	4.0	1	stim_4.png
162	1.0	4.0	1	stim_4.png
174	1.0	2.0	1	stim_2.png
180	1.0	4.0	0	stim_4.png
186	1.0	5.0	1	stim_5.png
194	1.0	2.0	1	stim_2.png
200	1.0	2.0	1	stim_2.png
206	1.0	3.0	1	stim_3.png
216	1.0	3.0	1	stim_3.png
222	1.0	5.0	0	stim_5.png
240	1.0	4.0	1	stim_4.png
250	1.0	3.0	1	stim_3.png
256	1.0	5.0	1	stim_5.png
272	1.0	2.0	1	stim_2.png
286	1.0	2.0	1	stim_2.png
294	1.0	5.0	1	stim_5.png
300	1.0	5.0	1	stim_5.png
318	1.0	4.0	0	stim_4.png
326	1.0	4.0	1	stim_4.png
334	1.0	2.0	1	stim_2.png
340	1.0	5.0	1	stim_5.png
348	1.0	5.0	1	stim_5.png
354	1.0	3.0	1	stim_3.png
370	1.0	4.0	1	stim_4.png
378	1.0	2.0	1	stim_2.png
384	1.0	5.0	1	stim_5.png
394	1.0	2.0	1	stim_2.png
410	1.0	4.0	0	stim_4.png
422	1.0	5.0	1	stim_5.png
434	1.0	4.0	1	stim_4.png
448	1.0	2.0	1	stim_2.png
466	1.0	3.0	1	stim_3.png
