onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
18	1.0	5.0	1	stim_5.png
30	1.0	5.0	1	stim_5.png
36	1.0	3.0	1	stim_3.png
48	1.0	4.0	1	stim_4.png
62	1.0	4.0	1	stim_4.png
70	1.0	3.0	1	stim_3.png
80	1.0	3.0	1	stim_3.png
88	1.0	3.0	1	stim_3.png
96	1.0	4.0	1	stim_4.png
102	1.0	3.0	1	stim_3.png
110	1.0	2.0	1	stim_2.png
128	1.0	2.0	1	stim_2.png
136	1.0	5.0	1	stim_5.png
148	1.0	5.0	1	stim_5.png
162	1.0	2.0	1	stim_2.png
168	1.0	3.0	1	stim_3.png
174	1.0	2.0	1	stim_2.png
180	1.0	2.0	1	stim_2.png
196	1.0	2.0	1	stim_2.png
202	1.0	5.0	1	stim_5.png
210	1.0	2.0	1	stim_2.png
220	1.0	5.0	0	stim_5.png
226	1.0	3.0	1	stim_3.png
232	1.0	3.0	1	stim_3.png
250	1.0	2.0	1	stim_2.png
256	1.0	3.0	1	stim_3.png
272	1.0	5.0	1	stim_5.png
282	1.0	5.0	1	stim_5.png
290	1.0	3.0	1	stim_3.png
308	1.0	5.0	1	stim_5.png
314	1.0	4.0	1	stim_4.png
326	1.0	4.0	1	stim_4.png
334	1.0	4.0	1	stim_4.png
340	1.0	3.0	1	stim_3.png
348	1.0	4.0	1	stim_4.png
354	1.0	2.0	1	stim_2.png
362	1.0	2.0	1	stim_2.png
368	1.0	4.0	1	stim_4.png
374	1.0	2.0	1	stim_2.png
388	1.0	4.0	1	stim_4.png
398	1.0	4.0	1	stim_4.png
404	1.0	5.0	1	stim_5.png
422	1.0	5.0	1	stim_5.png
430	1.0	3.0	1	stim_3.png
446	1.0	5.0	1	stim_5.png
452	1.0	4.0	1	stim_4.png
460	1.0	2.0	1	stim_2.png
