onset	duration	trialType	correct	stim_file
2	1.0	4.0	0	stim_4.png
8	1.0	3.0	1	stim_3.png
16	1.0	3.0	1	stim_3.png
24	1.0	5.0	1	stim_5.png
42	1.0	2.0	1	stim_2.png
58	1.0	3.0	1	stim_3.png
66	1.0	2.0	1	stim_2.png
74	1.0	2.0	0	stim_2.png
84	1.0	2.0	0	stim_2.png
94	1.0	4.0	1	stim_4.png
110	1.0	5.0	1	stim_5.png
116	1.0	3.0	0	stim_3.png
124	1.0	5.0	1	stim_5.png
140	1.0	5.0	1	stim_5.png
146	1.0	2.0	0	stim_2.png
152	1.0	2.0	1	stim_2.png
166	1.0	5.0	0	stim_5.png
174	1.0	4.0	0	stim_4.png
182	1.0	5.0	0	stim_5.png
200	1.0	5.0	0	stim_5.png
212	1.0	2.0	0	stim_2.png
222	1.0	3.0	1	stim_3.png
228	1.0	3.0	1	stim_3.png
234	1.0	4.0	1	stim_4.png
242	1.0	3.0	1	stim_3.png
256	1.0	5.0	1	stim_5.png
262	1.0	4.0	1	stim_4.png
274	1.0	2.0	1	stim_2.png
282	1.0	5.0	1	stim_5.png
288	1.0	4.0	1	stim_4.png
298	1.0	2.0	1	stim_2.png
316	1.0	3.0	1	stim_3.png
330	1.0	5.0	0	stim_5.png
336	1.0	2.0	1	stim_2.png
342	1.0	3.0	1	stim_3.png
360	1.0	3.0	1	stim_3.png
366	1.0	2.0	1	stim_2.png
372	1.0	4.0	1	stim_4.png
378	1.0	2.0	1	stim_2.png
394	1.0	4.0	0	stim_4.png
402	1.0	4.0	0	stim_4.png
410	1.0	5.0	1	stim_5.png
416	1.0	3.0	1	stim_3.png
422	1.0	3.0	1	stim_3.png
430	1.0	4.0	1	stim_4.png
436	1.0	4.0	1	stim_4.png
450	1.0	4.0	1	stim_4.png
462	1.0	5.0	1	stim_5.png
