onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
8	1.0	2.0	1	stim_2.png
14	1.0	3.0	1	stim_3.png
24	1.0	4.0	1	stim_4.png
30	1.0	5.0	1	stim_5.png
36	1.0	4.0	1	stim_4.png
42	1.0	2.0	1	stim_2.png
56	1.0	4.0	1	stim_4.png
68	1.0	2.0	1	stim_2.png
74	1.0	5.0	1	stim_5.png
82	1.0	5.0	1	stim_5.png
90	1.0	5.0	1	stim_5.png
104	1.0	3.0	1	stim_3.png
112	1.0	3.0	1	stim_3.png
120	1.0	4.0	1	stim_4.png
126	1.0	4.0	1	stim_4.png
140	1.0	3.0	1	stim_3.png
152	1.0	3.0	1	stim_3.png
160	1.0	4.0	1	stim_4.png
178	1.0	3.0	1	stim_3.png
188	1.0	3.0	1	stim_3.png
194	1.0	2.0	1	stim_2.png
202	1.0	2.0	1	stim_2.png
208	1.0	4.0	1	stim_4.png
214	1.0	5.0	1	stim_5.png
222	1.0	3.0	1	stim_3.png
228	1.0	2.0	1	stim_2.png
242	1.0	2.0	1	stim_2.png
258	1.0	2.0	1	stim_2.png
264	1.0	4.0	1	stim_4.png
274	1.0	5.0	1	stim_5.png
292	1.0	3.0	1	stim_3.png
298	1.0	4.0	1	stim_4.png
304	1.0	5.0	1	stim_5.png
312	1.0	3.0	1	stim_3.png
318	1.0	5.0	1	stim_5.png
330	1.0	4.0	0	stim_4.png
346	1.0	5.0	1	stim_5.png
362	1.0	4.0	1	stim_4.png
368	1.0	3.0	1	stim_3.png
380	1.0	5.0	1	stim_5.png
390	1.0	2.0	1	stim_2.png
408	1.0	2.0	1	stim_2.png
416	1.0	5.0	1	stim_5.png
432	1.0	2.0	1	stim_2.png
440	1.0	5.0	1	stim_5.png
448	1.0	3.0	1	stim_3.png
456	1.0	2.0	1	stim_2.png
