onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
18	1.0	5.0	1	stim_5.png
24	1.0	4.0	1	stim_4.png
32	1.0	5.0	1	stim_5.png
38	1.0	4.0	1	stim_4.png
50	1.0	2.0	1	stim_2.png
56	1.0	3.0	1	stim_3.png
74	1.0	2.0	1	stim_2.png
86	1.0	5.0	1	stim_5.png
92	1.0	5.0	1	stim_5.png
108	1.0	4.0	1	stim_4.png
126	1.0	2.0	1	stim_2.png
136	1.0	2.0	1	stim_2.png
142	1.0	3.0	0	stim_3.png
150	1.0	2.0	1	stim_2.png
156	1.0	4.0	1	stim_4.png
164	1.0	5.0	1	stim_5.png
176	1.0	5.0	1	stim_5.png
190	1.0	4.0	1	stim_4.png
200	1.0	4.0	1	stim_4.png
206	1.0	2.0	1	stim_2.png
218	1.0	3.0	1	stim_3.png
228	1.0	5.0	1	stim_5.png
246	1.0	5.0	1	stim_5.png
254	1.0	5.0	1	stim_5.png
262	1.0	3.0	1	stim_3.png
276	1.0	3.0	1	stim_3.png
284	1.0	3.0	1	stim_3.png
292	1.0	5.0	1	stim_5.png
306	1.0	5.0	1	stim_5.png
316	1.0	3.0	1	stim_3.png
334	1.0	3.0	1	stim_3.png
340	1.0	2.0	1	stim_2.png
348	1.0	5.0	1	stim_5.png
354	1.0	4.0	1	stim_4.png
360	1.0	2.0	1	stim_2.png
368	1.0	3.0	1	stim_3.png
374	1.0	2.0	1	stim_2.png
380	1.0	3.0	1	stim_3.png
396	1.0	4.0	1	stim_4.png
402	1.0	2.0	1	stim_2.png
410	1.0	4.0	1	stim_4.png
418	1.0	3.0	1	stim_3.png
424	1.0	2.0	1	stim_2.png
430	1.0	4.0	1	stim_4.png
436	1.0	2.0	1	stim_2.png
450	1.0	3.0	1	stim_3.png
458	1.0	4.0	1	stim_4.png
