onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
12	1.0	3.0	1	stim_3.png
20	1.0	4.0	1	stim_4.png
28	1.0	3.0	1	stim_3.png
34	1.0	4.0	1	stim_4.png
48	1.0	3.0	1	stim_3.png
66	1.0	4.0	1	stim_4.png
76	1.0	2.0	1	stim_2.png
82	1.0	4.0	1	stim_4.png
88	1.0	2.0	1	stim_2.png
96	1.0	3.0	1	stim_3.png
108	1.0	4.0	1	stim_4.png
116	1.0	2.0	1	stim_2.png
128	1.0	5.0	1	stim_5.png
134	1.0	2.0	1	stim_2.png
142	1.0	5.0	1	stim_5.png
148	1.0	5.0	1	stim_5.png
156	1.0	5.0	1	stim_5.png
170	1.0	5.0	1	stim_5.png
184	1.0	4.0	0	stim_4.png
190	1.0	2.0	1	stim_2.png
196	1.0	5.0	1	stim_5.png
208	1.0	2.0	1	stim_2.png
224	1.0	3.0	1	stim_3.png
240	1.0	2.0	1	stim_2.png
256	1.0	5.0	1	stim_5.png
262	1.0	2.0	1	stim_2.png
268	1.0	3.0	1	stim_3.png
276	1.0	5.0	1	stim_5.png
288	1.0	4.0	1	stim_4.png
306	1.0	2.0	1	stim_2.png
312	1.0	2.0	1	stim_2.png
318	1.0	5.0	1	stim_5.png
326	1.0	4.0	1	stim_4.png
342	1.0	4.0	1	stim_4.png
350	1.0	5.0	1	stim_5.png
368	1.0	3.0	1	stim_3.png
374	1.0	3.0	1	stim_3.png
380	1.0	3.0	1	stim_3.png
388	1.0	3.0	1	stim_3.png
398	1.0	2.0	1	stim_2.png
404	1.0	2.0	1	stim_2.png
412	1.0	5.0	0	stim_5.png
420	1.0	3.0	1	stim_3.png
438	1.0	3.0	1	stim_3.png
444	1.0	4.0	1	stim_4.png
458	1.0	4.0	1	stim_4.png
468	1.0	5.0	1	stim_5.png
