onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
8	1.0	4.0	1	stim_4.png
22	1.0	2.0	1	stim_2.png
34	1.0	4.0	1	stim_4.png
42	1.0	3.0	1	stim_3.png
52	1.0	3.0	1	stim_3.png
58	1.0	3.0	1	stim_3.png
64	1.0	5.0	1	stim_5.png
72	1.0	4.0	1	stim_4.png
78	1.0	4.0	1	stim_4.png
96	1.0	4.0	1	stim_4.png
114	1.0	4.0	1	stim_4.png
120	1.0	4.0	1	stim_4.png
136	1.0	2.0	1	stim_2.png
148	1.0	5.0	1	stim_5.png
154	1.0	5.0	1	stim_5.png
160	1.0	4.0	1	stim_4.png
168	1.0	3.0	1	stim_3.png
176	1.0	5.0	1	stim_5.png
184	1.0	5.0	1	stim_5.png
192	1.0	3.0	1	stim_3.png
198	1.0	2.0	1	stim_2.png
210	1.0	3.0	1	stim_3.png
216	1.0	4.0	1	stim_4.png
222	1.0	5.0	1	stim_5.png
238	1.0	4.0	1	stim_4.png
248	1.0	4.0	1	stim_4.png
256	1.0	3.0	1	stim_3.png
270	1.0	5.0	1	stim_5.png
278	1.0	2.0	1	stim_2.png
294	1.0	2.0	1	stim_2.png
300	1.0	3.0	1	stim_3.png
306	1.0	5.0	1	stim_5.png
312	1.0	3.0	1	stim_3.png
328	1.0	3.0	1	stim_3.png
336	1.0	5.0	1	stim_5.png
344	1.0	2.0	1	stim_2.png
358	1.0	2.0	1	stim_2.png
364	1.0	2.0	1	stim_2.png
372	1.0	5.0	1	stim_5.png
382	1.0	3.0	1	stim_3.png
392	1.0	2.0	1	stim_2.png
398	1.0	5.0	1	stim_5.png
412	1.0	4.0	1	stim_4.png
430	1.0	2.0	1	stim_2.png
448	1.0	5.0	1	stim_5.png
460	1.0	2.0	1	stim_2.png
466	1.0	2.0	1	stim_2.png
