onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
8	1.0	5.0	1	stim_5.png
22	1.0	5.0	1	stim_5.png
28	1.0	2.0	1	stim_2.png
34	1.0	4.0	1	stim_4.png
46	1.0	4.0	1	stim_4.png
52	1.0	3.0	1	stim_3.png
60	1.0	5.0	1	stim_5.png
70	1.0	3.0	1	stim_3.png
80	1.0	3.0	1	stim_3.png
94	1.0	2.0	1	stim_2.png
100	1.0	3.0	0	stim_3.png
106	1.0	4.0	1	stim_4.png
114	1.0	3.0	1	stim_3.png
120	1.0	2.0	1	stim_2.png
132	1.0	5.0	1	stim_5.png
148	1.0	4.0	1	stim_4.png
164	1.0	3.0	1	stim_3.png
170	1.0	5.0	1	stim_5.png
176	1.0	3.0	1	stim_3.png
194	1.0	5.0	1	stim_5.png
208	1.0	5.0	1	stim_5.png
224	1.0	4.0	0	stim_4.png
232	1.0	3.0	1	stim_3.png
240	1.0	5.0	1	stim_5.png
258	1.0	2.0	1	stim_2.png
270	1.0	2.0	1	stim_2.png
278	1.0	2.0	1	stim_2.png
286	1.0	4.0	1	stim_4.png
294	1.0	4.0	1	stim_4.png
306	1.0	2.0	1	stim_2.png
312	1.0	2.0	1	stim_2.png
320	1.0	5.0	1	stim_5.png
328	1.0	4.0	1	stim_4.png
334	1.0	5.0	1	stim_5.png
340	1.0	3.0	1	stim_3.png
346	1.0	3.0	1	stim_3.png
360	1.0	4.0	1	stim_4.png
368	1.0	4.0	1	stim_4.png
378	1.0	3.0	1	stim_3.png
384	1.0	3.0	1	stim_3.png
402	1.0	2.0	1	stim_2.png
410	1.0	2.0	1	stim_2.png
426	1.0	4.0	1	stim_4.png
436	1.0	4.0	1	stim_4.png
454	1.0	2.0	1	stim_2.png
462	1.0	5.0	1	stim_5.png
468	1.0	2.0	1	stim_2.png
