onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
18	1.0	4.0	1	stim_4.png
36	1.0	2.0	1	stim_2.png
54	1.0	5.0	1	stim_5.png
70	1.0	4.0	1	stim_4.png
82	1.0	3.0	1	stim_3.png
88	1.0	3.0	1	stim_3.png
94	1.0	2.0	1	stim_2.png
112	1.0	2.0	1	stim_2.png
118	1.0	5.0	1	stim_5.png
124	1.0	2.0	1	stim_2.png
138	1.0	4.0	1	stim_4.png
148	1.0	3.0	1	stim_3.png
158	1.0	5.0	1	stim_5.png
164	1.0	4.0	1	stim_4.png
172	1.0	5.0	1	stim_5.png
178	1.0	5.0	1	stim_5.png
192	1.0	5.0	1	stim_5.png
198	1.0	3.0	1	stim_3.png
204	1.0	4.0	1	stim_4.png
216	1.0	5.0	1	stim_5.png
224	1.0	2.0	1	stim_2.png
232	1.0	3.0	1	stim_3.png
238	1.0	2.0	1	stim_2.png
252	1.0	2.0	1	stim_2.png
260	1.0	4.0	1	stim_4.png
274	1.0	2.0	1	stim_2.png
284	1.0	5.0	1	stim_5.png
296	1.0	2.0	1	stim_2.png
304	1.0	2.0	1	stim_2.png
310	1.0	3.0	1	stim_3.png
326	1.0	4.0	1	stim_4.png
334	1.0	3.0	1	stim_3.png
342	1.0	5.0	1	stim_5.png
348	1.0	4.0	1	stim_4.png
354	1.0	5.0	1	stim_5.png
362	1.0	5.0	1	stim_5.png
378	1.0	3.0	1	stim_3.png
384	1.0	5.0	1	stim_5.png
390	1.0	3.0	1	stim_3.png
398	1.0	2.0	1	stim_2.png
404	1.0	2.0	1	stim_2.png
412	1.0	4.0	1	stim_4.png
420	1.0	4.0	1	stim_4.png
428	1.0	4.0	1	stim_4.png
440	1.0	3.0	1	stim_3.png
446	1.0	3.0	1	stim_3.png
456	1.0	3.0	1	stim_3.png
