onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
20	1.0	5.0	1	stim_5.png
28	1.0	3.0	1	stim_3.png
34	1.0	4.0	1	stim_4.png
48	1.0	5.0	1	stim_5.png
54	1.0	2.0	1	stim_2.png
70	1.0	2.0	1	stim_2.png
78	1.0	4.0	1	stim_4.png
92	1.0	5.0	1	stim_5.png
102	1.0	5.0	1	stim_5.png
108	1.0	4.0	1	stim_4.png
122	1.0	3.0	1	stim_3.png
128	1.0	3.0	1	stim_3.png
136	1.0	3.0	1	stim_3.png
142	1.0	4.0	1	stim_4.png
158	1.0	2.0	1	stim_2.png
166	1.0	5.0	1	stim_5.png
172	1.0	5.0	1	stim_5.png
182	1.0	5.0	1	stim_5.png
188	1.0	2.0	1	stim_2.png
200	1.0	3.0	1	stim_3.png
206	1.0	4.0	1	stim_4.png
212	1.0	2.0	1	stim_2.png
220	1.0	3.0	1	stim_3.png
232	1.0	4.0	1	stim_4.png
240	1.0	4.0	1	stim_4.png
250	1.0	3.0	1	stim_3.png
256	1.0	3.0	1	stim_3.png
264	1.0	2.0	1	stim_2.png
270	1.0	2.0	1	stim_2.png
276	1.0	4.0	1	stim_4.png
284	1.0	3.0	1	stim_3.png
302	1.0	2.0	1	stim_2.png
308	1.0	2.0	1	stim_2.png
316	1.0	4.0	1	stim_4.png
332	1.0	4.0	1	stim_4.png
338	1.0	5.0	1	stim_5.png
350	1.0	3.0	1	stim_3.png
356	1.0	5.0	1	stim_5.png
374	1.0	5.0	1	stim_5.png
390	1.0	2.0	1	stim_2.png
408	1.0	4.0	1	stim_4.png
414	1.0	4.0	1	stim_4.png
428	1.0	5.0	1	stim_5.png
438	1.0	5.0	1	stim_5.png
450	1.0	3.0	1	stim_3.png
458	1.0	2.0	1	stim_2.png
466	1.0	2.0	1	stim_2.png
