onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
8	1.0	2.0	1	stim_2.png
16	1.0	5.0	1	stim_5.png
28	1.0	5.0	1	stim_5.png
46	1.0	2.0	1	stim_2.png
52	1.0	5.0	1	stim_5.png
58	1.0	5.0	1	stim_5.png
64	1.0	4.0	1	stim_4.png
82	1.0	3.0	1	stim_3.png
94	1.0	2.0	1	stim_2.png
108	1.0	2.0	1	stim_2.png
114	1.0	2.0	1	stim_2.png
132	1.0	5.0	1	stim_5.png
150	1.0	5.0	1	stim_5.png
166	1.0	4.0	1	stim_4.png
182	1.0	2.0	1	stim_2.png
188	1.0	4.0	1	stim_4.png
196	1.0	5.0	1	stim_5.png
202	1.0	3.0	1	stim_3.png
210	1.0	3.0	1	stim_3.png
218	1.0	2.0	1	stim_2.png
226	1.0	2.0	1	stim_2.png
240	1.0	4.0	1	stim_4.png
248	1.0	5.0	1	stim_5.png
260	1.0	5.0	1	stim_5.png
268	1.0	5.0	1	stim_5.png
276	1.0	4.0	1	stim_4.png
290	1.0	3.0	1	stim_3.png
300	1.0	4.0	1	stim_4.png
306	1.0	4.0	1	stim_4.png
312	1.0	3.0	1	stim_3.png
318	1.0	2.0	1	stim_2.png
326	1.0	3.0	1	stim_3.png
332	1.0	4.0	1	stim_4.png
342	1.0	3.0	1	stim_3.png
352	1.0	4.0	1	stim_4.png
358	1.0	3.0	1	stim_3.png
372	1.0	3.0	1	stim_3.png
378	1.0	3.0	1	stim_3.png
384	1.0	4.0	1	stim_4.png
392	1.0	5.0	1	stim_5.png
404	1.0	3.0	1	stim_3.png
412	1.0	4.0	1	stim_4.png
428	1.0	2.0	1	stim_2.png
434	1.0	3.0	0	stim_3.png
444	1.0	4.0	1	stim_4.png
460	1.0	5.0	1	stim_5.png
466	1.0	2.0	1	stim_2.png
