onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
20	1.0	5.0	1	stim_5.png
26	1.0	2.0	1	stim_2.png
36	1.0	4.0	1	stim_4.png
42	1.0	5.0	1	stim_5.png
50	1.0	2.0	1	stim_2.png
56	1.0	4.0	1	stim_4.png
62	1.0	4.0	1	stim_4.png
68	1.0	3.0	1	stim_3.png
82	1.0	5.0	1	stim_5.png
88	1.0	4.0	1	stim_4.png
100	1.0	5.0	1	stim_5.png
106	1.0	3.0	1	stim_3.png
114	1.0	4.0	1	stim_4.png
122	1.0	3.0	1	stim_3.png
128	1.0	3.0	1	stim_3.png
134	1.0	3.0	1	stim_3.png
150	1.0	4.0	1	stim_4.png
162	1.0	4.0	1	stim_4.png
170	1.0	2.0	1	stim_2.png
176	1.0	2.0	1	stim_2.png
182	1.0	4.0	1	stim_4.png
196	1.0	3.0	1	stim_3.png
204	1.0	2.0	1	stim_2.png
212	1.0	2.0	1	stim_2.png
228	1.0	4.0	1	stim_4.png
244	1.0	3.0	1	stim_3.png
256	1.0	5.0	1	stim_5.png
264	1.0	3.0	1	stim_3.png
272	1.0	5.0	1	stim_5.png
282	1.0	3.0	1	stim_3.png
300	1.0	2.0	1	stim_2.png
310	1.0	3.0	1	stim_3.png
318	1.0	5.0	1	stim_5.png
334	1.0	2.0	1	stim_2.png
346	1.0	5.0	1	stim_5.png
360	1.0	5.0	1	stim_5.png
368	1.0	5.0	1	stim_5.png
376	1.0	5.0	1	stim_5.png
382	1.0	3.0	1	stim_3.png
400	1.0	4.0	1	stim_4.png
406	1.0	2.0	1	stim_2.png
414	1.0	2.0	1	stim_2.png
420	1.0	2.0	1	stim_2.png
438	1.0	5.0	1	stim_5.png
444	1.0	4.0	1	stim_4.png
458	1.0	3.0	1	stim_3.png
468	1.0	4.0	1	stim_4.png
