onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
20	1.0	3.0	1	stim_3.png
28	1.0	2.0	1	stim_2.png
34	1.0	2.0	1	stim_2.png
40	1.0	4.0	1	stim_4.png
52	1.0	5.0	1	stim_5.png
58	1.0	2.0	1	stim_2.png
64	1.0	4.0	1	stim_4.png
72	1.0	3.0	1	stim_3.png
80	1.0	2.0	1	stim_2.png
86	1.0	4.0	1	stim_4.png
102	1.0	3.0	1	stim_3.png
110	1.0	5.0	1	stim_5.png
124	1.0	2.0	1	stim_2.png
140	1.0	4.0	0	stim_4.png
146	1.0	4.0	1	stim_4.png
156	1.0	2.0	1	stim_2.png
172	1.0	5.0	0	stim_5.png
186	1.0	3.0	1	stim_3.png
198	1.0	3.0	1	stim_3.png
208	1.0	2.0	1	stim_2.png
214	1.0	5.0	1	stim_5.png
226	1.0	4.0	1	stim_4.png
232	1.0	4.0	1	stim_4.png
242	1.0	4.0	1	stim_4.png
260	1.0	5.0	1	stim_5.png
276	1.0	4.0	1	stim_4.png
282	1.0	3.0	1	stim_3.png
300	1.0	2.0	1	stim_2.png
308	1.0	5.0	1	stim_5.png
322	1.0	5.0	1	stim_5.png
328	1.0	2.0	1	stim_2.png
336	1.0	4.0	0	stim_4.png
342	1.0	5.0	1	stim_5.png
350	1.0	3.0	1	stim_3.png
356	1.0	3.0	1	stim_3.png
370	1.0	2.0	1	stim_2.png
378	1.0	5.0	1	stim_5.png
384	1.0	3.0	1	stim_3.png
392	1.0	2.0	1	stim_2.png
400	1.0	4.0	1	stim_4.png
406	1.0	5.0	1	stim_5.png
412	1.0	4.0	1	stim_4.png
420	1.0	2.0	1	stim_2.png
426	1.0	3.0	1	stim_3.png
444	1.0	5.0	1	stim_5.png
454	1.0	3.0	1	stim_3.png
466	1.0	5.0	1	stim_5.png
