onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
18	1.0	3.0	1	stim_3.png
36	1.0	5.0	1	stim_5.png
42	1.0	2.0	1	stim_2.png
50	1.0	5.0	1	stim_5.png
62	1.0	2.0	1	stim_2.png
70	1.0	4.0	0	stim_4.png
78	1.0	3.0	1	stim_3.png
88	1.0	4.0	1	stim_4.png
102	1.0	5.0	1	stim_5.png
116	1.0	5.0	1	stim_5.png
128	1.0	3.0	1	stim_3.png
134	1.0	5.0	1	stim_5.png
148	1.0	3.0	1	stim_3.png
154	1.0	2.0	1	stim_2.png
162	1.0	4.0	1	stim_4.png
170	1.0	5.0	1	stim_5.png
188	1.0	2.0	1	stim_2.png
194	1.0	4.0	1	stim_4.png
200	1.0	2.0	1	stim_2.png
218	1.0	2.0	1	stim_2.png
226	1.0	3.0	1	stim_3.png
232	1.0	5.0	1	stim_5.png
238	1.0	3.0	1	stim_3.png
252	1.0	4.0	1	stim_4.png
268	1.0	3.0	1	stim_3.png
276	1.0	3.0	1	stim_3.png
282	1.0	4.0	1	stim_4.png
288	1.0	5.0	1	stim_5.png
294	1.0	3.0	1	stim_3.png
310	1.0	2.0	1	stim_2.png
316	1.0	4.0	1	stim_4.png
328	1.0	5.0	1	stim_5.png
334	1.0	4.0	1	stim_4.png
342	1.0	4.0	1	stim_4.png
348	1.0	2.0	1	stim_2.png
354	1.0	5.0	1	stim_5.png
360	1.0	4.0	1	stim_4.png
372	1.0	3.0	1	stim_3.png
388	1.0	2.0	1	stim_2.png
398	1.0	4.0	1	stim_4.png
404	1.0	5.0	1	stim_5.png
412	1.0	3.0	1	stim_3.png
422	1.0	4.0	1	stim_4.png
440	1.0	2.0	1	stim_2.png
448	1.0	2.0	1	stim_2.png
456	1.0	3.0	1	stim_3.png
466	1.0	5.0	1	stim_5.png
