onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
16	1.0	4.0	1	stim_4.png
22	1.0	2.0	1	stim_2.png
38	1.0	3.0	1	stim_3.png
52	1.0	4.0	1	stim_4.png
58	1.0	4.0	1	stim_4.png
64	1.0	2.0	1	stim_2.png
74	1.0	2.0	1	stim_2.png
80	1.0	3.0	1	stim_3.png
90	1.0	4.0	1	stim_4.png
96	1.0	3.0	1	stim_3.png
114	1.0	5.0	1	stim_5.png
132	1.0	2.0	1	stim_2.png
138	1.0	4.0	1	stim_4.png
146	1.0	3.0	1	stim_3.png
158	1.0	3.0	0	stim_3.png
164	1.0	5.0	1	stim_5.png
170	1.0	2.0	1	stim_2.png
176	1.0	4.0	0	stim_4.png
182	1.0	3.0	1	stim_3.png
188	1.0	5.0	0	stim_5.png
194	1.0	3.0	1	stim_3.png
200	1.0	2.0	1	stim_2.png
214	1.0	5.0	1	stim_5.png
222	1.0	2.0	0	stim_2.png
228	1.0	5.0	1	stim_5.png
240	1.0	2.0	1	stim_2.png
248	1.0	5.0	0	stim_5.png
258	1.0	4.0	1	stim_4.png
266	1.0	3.0	1	stim_3.png
280	1.0	2.0	0	stim_2.png
292	1.0	3.0	1	stim_3.png
308	1.0	5.0	1	stim_5.png
314	1.0	4.0	0	stim_4.png
326	1.0	2.0	1	stim_2.png
334	1.0	3.0	1	stim_3.png
342	1.0	4.0	1	stim_4.png
348	1.0	5.0	1	stim_5.png
356	1.0	3.0	1	stim_3.png
366	1.0	4.0	1	stim_4.png
382	1.0	2.0	1	stim_2.png
400	1.0	5.0	1	stim_5.png
408	1.0	4.0	0	stim_4.png
426	1.0	3.0	1	stim_3.png
434	1.0	5.0	1	stim_5.png
442	1.0	2.0	0	stim_2.png
450	1.0	4.0	0	stim_4.png
466	1.0	5.0	0	stim_5.png
