onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
20	1.0	2.0	1	stim_2.png
34	1.0	3.0	1	stim_3.png
40	1.0	5.0	1	stim_5.png
54	1.0	5.0	1	stim_5.png
62	1.0	3.0	1	stim_3.png
70	1.0	4.0	1	stim_4.png
88	1.0	4.0	1	stim_4.png
98	1.0	2.0	1	stim_2.png
112	1.0	3.0	1	stim_3.png
128	1.0	5.0	0	stim_5.png
136	1.0	3.0	1	stim_3.png
148	1.0	3.0	1	stim_3.png
156	1.0	5.0	1	stim_5.png
162	1.0	4.0	1	stim_4.png
174	1.0	4.0	1	stim_4.png
182	1.0	4.0	1	stim_4.png
192	1.0	4.0	1	stim_4.png
208	1.0	5.0	1	stim_5.png
216	1.0	2.0	1	stim_2.png
226	1.0	4.0	1	stim_4.png
242	1.0	4.0	1	stim_4.png
248	1.0	3.0	1	stim_3.png
254	1.0	5.0	1	stim_5.png
264	1.0	3.0	1	stim_3.png
272	1.0	2.0	1	stim_2.png
278	1.0	4.0	1	stim_4.png
286	1.0	5.0	1	stim_5.png
294	1.0	3.0	1	stim_3.png
302	1.0	4.0	1	stim_4.png
308	1.0	3.0	1	stim_3.png
320	1.0	2.0	1	stim_2.png
326	1.0	2.0	1	stim_2.png
332	1.0	5.0	0	stim_5.png
338	1.0	4.0	1	stim_4.png
356	1.0	2.0	1	stim_2.png
362	1.0	2.0	1	stim_2.png
368	1.0	5.0	1	stim_5.png
374	1.0	5.0	1	stim_5.png
380	1.0	4.0	1	stim_4.png
398	1.0	3.0	1	stim_3.png
414	1.0	2.0	1	stim_2.png
422	1.0	5.0	1	stim_5.png
428	1.0	2.0	0	stim_2.png
440	1.0	2.0	1	stim_2.png
448	1.0	2.0	1	stim_2.png
454	1.0	3.0	0	stim_3.png
468	1.0	5.0	1	stim_5.png
