onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
14	1.0	5.0	1	stim_5.png
22	1.0	3.0	1	stim_3.png
30	1.0	2.0	1	stim_2.png
46	1.0	3.0	1	stim_3.png
64	1.0	5.0	1	stim_5.png
74	1.0	5.0	1	stim_5.png
82	1.0	4.0	1	stim_4.png
88	1.0	2.0	1	stim_2.png
106	1.0	2.0	1	stim_2.png
112	1.0	4.0	1	stim_4.png
118	1.0	4.0	1	stim_4.png
132	1.0	4.0	0	stim_4.png
140	1.0	4.0	1	stim_4.png
146	1.0	5.0	1	stim_5.png
154	1.0	5.0	1	stim_5.png
160	1.0	2.0	1	stim_2.png
170	1.0	2.0	1	stim_2.png
178	1.0	4.0	1	stim_4.png
194	1.0	3.0	1	stim_3.png
202	1.0	2.0	1	stim_2.png
218	1.0	2.0	1	stim_2.png
230	1.0	3.0	1	stim_3.png
242	1.0	3.0	1	stim_3.png
248	1.0	2.0	0	stim_2.png
254	1.0	5.0	1	stim_5.png
260	1.0	3.0	1	stim_3.png
268	1.0	4.0	1	stim_4.png
274	1.0	4.0	0	stim_4.png
288	1.0	5.0	1	stim_5.png
298	1.0	4.0	1	stim_4.png
314	1.0	2.0	1	stim_2.png
328	1.0	2.0	1	stim_2.png
334	1.0	3.0	1	stim_3.png
340	1.0	3.0	1	stim_3.png
346	1.0	2.0	1	stim_2.png
354	1.0	5.0	1	stim_5.png
362	1.0	5.0	1	stim_5.png
368	1.0	5.0	1	stim_5.png
374	1.0	3.0	1	stim_3.png
382	1.0	4.0	1	stim_4.png
390	1.0	4.0	1	stim_4.png
404	1.0	2.0	1	stim_2.png
416	1.0	5.0	1	stim_5.png
422	1.0	4.0	1	stim_4.png
440	1.0	3.0	1	stim_3.png
450	1.0	3.0	1	stim_3.png
456	1.0	3.0	1	stim_3.png
