onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
8	1.0	5.0	1	stim_5.png
26	1.0	5.0	1	stim_5.png
34	1.0	2.0	1	stim_2.png
48	1.0	4.0	1	stim_4.png
58	1.0	4.0	1	stim_4.png
74	1.0	4.0	1	stim_4.png
88	1.0	4.0	1	stim_4.png
96	1.0	4.0	1	stim_4.png
112	1.0	2.0	1	stim_2.png
120	1.0	4.0	1	stim_4.png
130	1.0	2.0	1	stim_2.png
138	1.0	4.0	1	stim_4.png
146	1.0	2.0	1	stim_2.png
164	1.0	5.0	1	stim_5.png
178	1.0	5.0	1	stim_5.png
196	1.0	5.0	1	stim_5.png
204	1.0	5.0	1	stim_5.png
212	1.0	4.0	1	stim_4.png
230	1.0	3.0	1	stim_3.png
246	1.0	2.0	1	stim_2.png
252	1.0	2.0	1	stim_2.png
260	1.0	3.0	1	stim_3.png
266	1.0	2.0	1	stim_2.png
274	1.0	2.0	1	stim_2.png
282	1.0	5.0	1	stim_5.png
288	1.0	5.0	1	stim_5.png
294	1.0	5.0	1	stim_5.png
306	1.0	2.0	1	stim_2.png
312	1.0	4.0	0	stim_4.png
322	1.0	2.0	1	stim_2.png
330	1.0	2.0	1	stim_2.png
342	1.0	3.0	1	stim_3.png
354	1.0	5.0	0	stim_5.png
360	1.0	5.0	1	stim_5.png
366	1.0	5.0	1	stim_5.png
372	1.0	3.0	1	stim_3.png
378	1.0	3.0	1	stim_3.png
386	1.0	3.0	1	stim_3.png
392	1.0	3.0	1	stim_3.png
398	1.0	3.0	1	stim_3.png
408	1.0	3.0	1	stim_3.png
414	1.0	2.0	1	stim_2.png
430	1.0	3.0	1	stim_3.png
444	1.0	4.0	1	stim_4.png
450	1.0	3.0	1	stim_3.png
456	1.0	3.0	1	stim_3.png
468	1.0	4.0	1	stim_4.png
