onset	duration	trialType	correct	stim_file
2	1.0	3.0	0	stim_3.png
18	1.0	4.0	1	stim_4.png
36	1.0	4.0	1	stim_4.png
52	1.0	5.0	1	stim_5.png
62	1.0	2.0	1	stim_2.png
74	1.0	5.0	1	stim_5.png
80	1.0	4.0	0	stim_4.png
86	1.0	5.0	1	stim_5.png
94	1.0	3.0	1	stim_3.png
100	1.0	3.0	1	stim_3.png
106	1.0	3.0	1	stim_3.png
112	1.0	3.0	1	stim_3.png
120	1.0	5.0	1	stim_5.png
128	1.0	2.0	1	stim_2.png
138	1.0	4.0	1	stim_4.png
144	1.0	5.0	1	stim_5.png
152	1.0	4.0	1	stim_4.png
158	1.0	2.0	1	stim_2.png
164	1.0	4.0	1	stim_4.png
172	1.0	3.0	0	stim_3.png
184	1.0	3.0	1	stim_3.png
202	1.0	3.0	1	stim_3.png
208	1.0	4.0	1	stim_4.png
222	1.0	5.0	1	stim_5.png
234	1.0	5.0	1	stim_5.png
242	1.0	4.0	1	stim_4.png
258	1.0	3.0	1	stim_3.png
276	1.0	5.0	1	stim_5.png
284	1.0	5.0	1	stim_5.png
298	1.0	3.0	1	stim_3.png
308	1.0	4.0	1	stim_4.png
314	1.0	5.0	1	stim_5.png
322	1.0	2.0	1	stim_2.png
330	1.0	5.0	1	stim_5.png
342	1.0	2.0	1	stim_2.png
348	1.0	4.0	1	stim_4.png
356	1.0	4.0	1	stim_4.png
362	1.0	2.0	1	stim_2.png
372	1.0	5.0	1	stim_5.png
388	1.0	2.0	1	stim_2.png
396	1.0	3.0	1	stim_3.png
410	1.0	4.0	1	stim_4.png
428	1.0	2.0	1	stim_2.png
434	1.0	2.0	1	stim_2.png
440	1.0	2.0	1	stim_2.png
446	1.0	2.0	1	stim_2.png
452	1.0	3.0	1	stim_3.png
460	1.0	2.0	1	stim_2.png
