onset	duration	trialType	correct	stim_file
2	1.0	2.0	1	stim_2.png
12	1.0	3.0	1	stim_3.png
20	1.0	5.0	1	stim_5.png
28	1.0	4.0	1	stim_4.png
38	1.0	4.0	0	stim_4.png
46	1.0	3.0	1	stim_3.png
60	1.0	2.0	1	stim_2.png
78	1.0	4.0	1	stim_4.png
84	1.0	3.0	1	stim_3.png
92	1.0	5.0	1	stim_5.png
98	1.0	2.0	1	stim_2.png
104	1.0	2.0	1	stim_2.png
116	1.0	5.0	1	stim_5.png
122	1.0	3.0	1	stim_3.png
136	1.0	4.0	1	stim_4.png
142	1.0	4.0	1	stim_4.png
150	1.0	4.0	1	stim_4.png
156	1.0	3.0	1	stim_3.png
174	1.0	2.0	1	stim_2.png
184	1.0	3.0	1	stim_3.png
190	1.0	5.0	1	stim_5.png
202	1.0	5.0	1	stim_5.png
218	1.0	3.0	1	stim_3.png
236	1.0	2.0	1	stim_2.png
242	1.0	5.0	1	stim_5.png
250	1.0	2.0	1	stim_2.png
258	1.0	3.0	1	stim_3.png
276	1.0	5.0	1	stim_5.png
282	1.0	2.0	1	stim_2.png
298	1.0	4.0	1	stim_4.png
312	1.0	4.0	1	stim_4.png
328	1.0	4.0	1	stim_4.png
340	1.0	3.0	1	stim_3.png
346	1.0	5.0	1	stim_5.png
362	1.0	5.0	1	stim_5.png
374	1.0	3.0	1	stim_3.png
388	1.0	3.0	1	stim_3.png
394	1.0	2.0	1	stim_2.png
400	1.0	4.0	1	stim_4.png
408	1.0	4.0	1	stim_4.png
414	1.0	2.0	1	stim_2.png
420	1.0	3.0	1	stim_3.png
430	1.0	4.0	1	stim_4.png
438	1.0	5.0	1	stim_5.png
446	1.0	2.0	1	stim_2.png
452	1.0	5.0	1	stim_5.png
460	1.0	2.0	1	stim_2.png
466	1.0	5.0	1	stim_5.png
