onset	duration	trialType	correct	stim_file
2	1.0	3.0	1	stim_3.png
8	1.0	2.0	1	stim_2.png
14	1.0	3.0	1	stim_3.png
20	1.0	2.0	1	stim_2.png
26	1.0	2.0	1	stim_2.png
44	1.0	3.0	1	stim_3.png
62	1.0	5.0	1	stim_5.png
78	1.0	4.0	1	stim_4.png
84	1.0	3.0	1	stim_3.png
90	1.0	4.0	1	stim_4.png
98	1.0	4.0	1	stim_4.png
104	1.0	5.0	1	stim_5.png
110	1.0	3.0	1	stim_3.png
118	1.0	5.0	1	stim_5.png
130	1.0	3.0	1	stim_3.png
146	1.0	4.0	1	stim_4.png
154	1.0	5.0	1	stim_5.png
166	1.0	3.0	1	stim_3.png
174	1.0	3.0	1	stim_3.png
180	1.0	4.0	1	stim_4.png
192	1.0	5.0	1	stim_5.png
200	1.0	2.0	1	stim_2.png
212	1.0	5.0	1	stim_5.png
218	1.0	5.0	1	stim_5.png
226	1.0	2.0	1	stim_2.png
232	1.0	4.0	1	stim_4.png
246	1.0	4.0	1	stim_4.png
254	1.0	2.0	1	stim_2.png
262	1.0	5.0	1	stim_5.png
270	1.0	3.0	1	stim_3.png
276	1.0	2.0	1	stim_2.png
294	1.0	5.0	1	stim_5.png
304	1.0	2.0	1	stim_2.png
314	1.0	3.0	1	stim_3.png
320	1.0	2.0	1	stim_2.png
334	1.0	4.0	1	stim_4.png
350	1.0	4.0	1	stim_4.png
358	1.0	2.0	1	stim_2.png
364	1.0	5.0	1	stim_5.png
374	1.0	5.0	1	stim_5.png
392	1.0	2.0	1	stim_2.png
408	1.0	3.0	1	stim_3.png
414	1.0	4.0	1	stim_4.png
422	1.0	4.0	1	stim_4.png
430	1.0	4.0	1	stim_4.png
444	1.0	2.0	1	stim_2.png
458	1.0	3.0	1	stim_3.png
468	1.0	5.0	1	stim_5.png
