onset	duration	trialType	correct	stim_file
2	1.0	4.0	1	stim_4.png
10	1.0	2.0	1	stim_2.png
22	1.0	2.0	1	stim_2.png
30	1.0	3.0	1	stim_3.png
38	1.0	5.0	1	stim_5.png
44	1.0	3.0	1	stim_3.png
50	1.0	3.0	1	stim_3.png
64	1.0	4.0	1	stim_4.png
72	1.0	2.0	1	stim_2.png
78	1.0	4.0	1	stim_4.png
84	1.0	5.0	1	stim_5.png
92	1.0	5.0	1	stim_5.png
98	1.0	3.0	1	stim_3.png
108	1.0	5.0	1	stim_5.png
120	1.0	4.0	1	stim_4.png
130	1.0	2.0	1	stim_2.png
136	1.0	2.0	1	stim_2.png
150	1.0	5.0	1	stim_5.png
166	1.0	3.0	1	stim_3.png
172	1.0	3.0	1	stim_3.png
180	1.0	4.0	1	stim_4.png
188	1.0	5.0	1	stim_5.png
194	1.0	5.0	1	stim_5.png
210	1.0	3.0	1	stim_3.png
218	1.0	2.0	1	stim_2.png
224	1.0	4.0	1	stim_4.png
232	1.0	2.0	1	stim_2.png
250	1.0	3.0	1	stim_3.png
258	1.0	4.0	1	stim_4.png
268	1.0	5.0	1	stim_5.png
274	1.0	2.0	1	stim_2.png
286	1.0	4.0	1	stim_4.png
294	1.0	3.0	1	stim_3.png
310	1.0	3.0	1	stim_3.png
316	1.0	5.0	1	stim_5.png
322	1.0	4.0	1	stim_4.png
338	1.0	5.0	1	stim_5.png
356	1.0	5.0	1	stim_5.png
370	1.0	4.0	1	stim_4.png
376	1.0	4.0	1	stim_4.png
384	1.0	2.0	1	stim_2.png
402	1.0	4.0	1	stim_4.png
408	1.0	3.0	1	stim_3.png
422	1.0	2.0	1	stim_2.png
434	1.0	2.0	1	stim_2.png
440	1.0	5.0	1	stim_5.png
446	1.0	3.0	1	stim_3.png
464	1.0	2.0	1	stim_2.png
