onset	duration	trialType	correct	stim_file
2	1.0	3.0	0	stim_3.png
10	1.0	4.0	1	stim_4.png
16	1.0	5.0	1	stim_5.png
22	1.0	2.0	1	stim_2.png
32	1.0	5.0	1	stim_5.png
42	1.0	3.0	1	stim_3.png
48	1.0	5.0	1	stim_5.png
62	1.0	2.0	1	stim_2.png
68	1.0	3.0	0	stim_3.png
82	1.0	4.0	1	stim_4.png
98	1.0	4.0	1	stim_4.png
106	1.0	3.0	1	stim_3.png
124	1.0	5.0	1	stim_5.png
136	1.0	4.0	1	stim_4.png
144	1.0	4.0	1	stim_4.png
150	1.0	2.0	1	stim_2.png
156	1.0	3.0	1	stim_3.png
162	1.0	5.0	1	stim_5.png
174	1.0	3.0	1	stim_3.png
182	1.0	3.0	1	stim_3.png
190	1.0	3.0	1	stim_3.png
196	1.0	4.0	1	stim_4.png
202	1.0	3.0	1	stim_3.png
220	1.0	3.0	1	stim_3.png
226	1.0	2.0	1	stim_2.png
232	1.0	5.0	1	stim_5.png
240	1.0	4.0	1	stim_4.png
254	1.0	2.0	1	stim_2.png
262	1.0	2.0	1	stim_2.png
274	1.0	5.0	1	stim_5.png
290	1.0	5.0	1	stim_5.png
304	1.0	3.0	1	stim_3.png
322	1.0	2.0	1	stim_2.png
328	1.0	4.0	1	stim_4.png
344	1.0	3.0	1	stim_3.png
350	1.0	4.0	1	stim_4.png
358	1.0	4.0	1	stim_4.png
364	1.0	5.0	1	stim_5.png
372	1.0	2.0	1	stim_2.png
384	1.0	2.0	1	stim_2.png
402	1.0	5.0	1	stim_5.png
412	1.0	5.0	1	stim_5.png
420	1.0	4.0	1	stim_4.png
428	1.0	4.0	1	stim_4.png
436	1.0	2.0	1	stim_2.png
442	1.0	2.0	1	stim_2.png
458	1.0	2.0	1	stim_2.png
468	1.0	5.0	1	stim_5.png
