onset	duration	trialType	correct	stim_file
2	1.0	5.0	1	stim_5.png
8	1.0	4.0	1	stim_4.png
16	1.0	2.0	1	stim_2.png
24	1.0	2.0	1	stim_2.png
38	1.0	3.0	1	stim_3.png
52	1.0	3.0	1	stim_3.png
60	1.0	5.0	1	stim_5.png
72	1.0	5.0	1	stim_5.png
80	1.0	2.0	1	stim_2.png
86	1.0	5.0	1	stim_5.png
94	1.0	4.0	1	stim_4.png
112	1.0	3.0	1	stim_3.png
128	1.0	2.0	1	stim_2.png
146	1.0	5.0	1	stim_5.png
152	1.0	3.0	1	stim_3.png
160	1.0	4.0	1	stim_4.png
172	1.0	4.0	1	stim_4.png
190	1.0	2.0	1	stim_2.png
198	1.0	5.0	1	stim_5.png
206	1.0	5.0	1	stim_5.png
212	1.0	3.0	1	stim_3.png
222	1.0	4.0	1	stim_4.png
234	1.0	2.0	1	stim_2.png
240	1.0	2.0	1	stim_2.png
248	1.0	2.0	1	stim_2.png
254	1.0	4.0	1	stim_4.png
260	1.0	2.0	1	stim_2.png
278	1.0	5.0	1	stim_5.png
284	1.0	2.0	1	stim_2.png
292	1.0	5.0	1	stim_5.png
298	1.0	2.0	1	stim_2.png
314	1.0	3.0	1	stim_3.png
320	1.0	3.0	1	stim_3.png
334	1.0	3.0	1	stim_3.png
340	1.0	2.0	1	stim_2.png
350	1.0	5.0	1	stim_5.png
364	1.0	3.0	1	stim_3.png
376	1.0	5.0	1	stim_5.png
382	1.0	5.0	1	stim_5.png
388	1.0	4.0	1	stim_4.png
396	1.0	3.0	1	stim_3.png
402	1.0	4.0	1	stim_4.png
412	1.0	3.0	1	stim_3.png
418	1.0	4.0	1	stim_4.png
426	1.0	4.0	1	stim_4.png
442	1.0	4.0	1	stim_4.png
448	1.0	3.0	1	stim_3.png
458	1.0	4.0	1	stim_4.png
